country,iso3,reporter_code,year,population,population_quartile,is_bottom_population_quartile,world_relative_product_gini,active_product_gini,driver_rank,product_id,country_product_exports,country_share,leave_one_out_product_exports,leave_one_out_world_weight,world_weight_percentile,relative_intensity,loo_gini_contribution,positive_loo_gini_contribution,driver_bucket,representative_classification_code,representative_cmd_code,product_description,product_label
Armenia,ARM,51,2000,3221100.0,1,True,0.9789622162367781,0.9529700772848746,12,HS1992:271000,63021.9942,0.00021428548375419934,105324848082.6209,0.01810654044285676,0.9992055610724926,0.0118347005288212,0.00025502888045925154,0.00025502888045925154,underweight_large_world_product,H0,271000,"Petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils","271000 - Petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils"
Armenia,ARM,51,2000,3221100.0,1,True,0.9789622162367781,0.9529700772848746,13,HS1992:852520,0.0,0.0,63015814469.006,0.01083313590281727,0.998609731876862,0.0,0.00023040113743511004,0.00023040113743511004,missing_large_world_product,H0,852520,Transmission apparatus incorporating reception apparatus,852520 - Transmission apparatus incorporating reception apparatus
Armenia,ARM,51,2000,3221100.0,1,True,0.9789622162367781,0.9529700772848746,14,HS1992:847193,0.0,0.0,51324196360.88777,0.00882321364827941,0.9982125124131083,0.0,0.00018727321239275785,0.00018727321239275785,missing_large_world_product,H0,847193,Computer data storage units,847193 - Computer data storage units
Armenia,ARM,51,2000,3221100.0,1,True,0.9789622162367781,0.9529700772848746,15,HS1992:847192,3123.3489,1.0619916720592226e-05,51305997684.444405,0.008820085088618257,0.9980139026812314,0.0012040605746872594,0.0001790970518769086,0.0001790970518769086,underweight_large_world_product,H0,847192,Computer input or output units,847192 - Computer input or output units
Belgium,BEL,56,2000,10251250.0,2,False,0.644952059386359,0.8565949429795434,1,HS1992:270900,236049787.0,0.001310582787931751,305834039752.805,0.05425346303351392,1.0,0.02415666603848249,0.018290997141470755,0.018290997141470755,underweight_large_world_product,H0,270900,"Petroleum oils and oils obtained from bituminous minerals, crude.","270900 - Petroleum oils and oils obtained from bituminous minerals, crude."
Belgium,BEL,56,2000,10251250.0,2,False,0.644952059386359,0.8565949429795434,2,HS1992:710231,6884588343.0,0.038224236924777964,9669955659.565,0.001715402845072339,0.9847070506454816,22.282950640183905,0.011250543037800265,0.011250543037800265,overweight_large_world_product,H0,710231,"Non-industrial :-- Unworked or simply sawn, cleaved or bruted","710231 - Non-industrial :-- Unworked or simply sawn, cleaved or bruted"
Belgium,BEL,56,2000,10251250.0,2,False,0.644952059386359,0.8565949429795434,3,HS1992:710239,6056196055.0,0.03362488232206357,22846986430.612,0.004052943664290181,0.9952333664349553,8.29640999413016,0.005993447074832403,0.005993447074832403,overweight_large_world_product,H0,710239,Non-industrial :-- Other,710239 - Non-industrial :-- Other
Belgium,BEL,56,2000,10251250.0,2,False,0.644952059386359,0.8565949429795434,4,HS1992:880240,0.0,0.0,50533143721.229004,0.008964332574172848,0.9984111221449851,0.0,0.003211557287037814,0.003211557287037814,missing_large_world_product,H0,880240,"Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg","880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg"
Belgium,BEL,56,2000,10251250.0,2,False,0.644952059386359,0.8565949429795434,5,HS1992:854219,233336290.0872,0.0012955170579676664,76113917067.33313,0.013502236668247222,0.9990069513406157,0.09594832988035919,0.00303230410097044,0.00303230410097044,underweight_large_world_product,H0,854219,"Monolithic digital integrated circuits :-- Other, including circuits obtained by a combination of bipolar and MOS technologies (BIMOS technology)","854219 - Monolithic digital integrated circuits :-- Other, including circuits obtained by a combination of bipolar and MOS technologies (BIMOS technology)"
Belgium,BEL,56,2000,10251250.0,2,False,0.644952059386359,0.8565949429795434,6,HS1992:271121,0.0,0.0,44559761886.928,0.007904683848366354,0.9974180734856007,0.0,0.002828903307850572,0.002828903307850572,missing_large_world_product,H0,271121,In gaseous state :-- Natural gas,271121 - In gaseous state :-- Natural gas
