country,iso3,reporter_code,year,flow,variant,total_trade_value,product_gini,product_top_1pct_share,product_top_2pct_share,product_top_5pct_share,product_top_10pct_share,product_top_200_share,product_active_count,partner_gini,partner_top_1pct_share,partner_top_2pct_share,partner_top_5pct_share,partner_top_10pct_share,partner_top_200_share,partner_active_count,top_5_partner_share,product_partner_cell_gini,product_partner_cell_top_1pct_share,product_partner_cell_top_2pct_share,product_partner_cell_top_5pct_share,product_partner_cell_top_10pct_share,product_partner_cell_top_200_share,product_partner_cell_active_count
Australia,AUS,36,1993,Exports,baseline,41559128398.0,0.9420091167877824,0.6624570316860859,0.759473795449448,0.8573059664724492,0.9184039924388021,0.8439467381536301,4570,0.916007948484759,0.3553766163370922,0.4828807689808471,0.7425150388496846,0.8925460587807971,1.0,198,0.5389517809299846,0.9622895809329504,0.7657973935163567,0.8340954933421605,0.9073951856462609,0.9499772671579887,0.6438316538728869,57172
Australia,AUS,36,1993,Imports,baseline,42322310430.0,0.8231555498560339,0.35694622012629096,0.45063788023918616,0.5984881164485141,0.723670944918212,0.5648377228019874,4848,0.9054557746331153,0.39876525961203296,0.5121323079430945,0.6962243795441109,0.8474006622421535,1.0,170,0.5599774283164058,0.9179701194043917,0.5338402291710613,0.6377717856080666,0.7797541090433328,0.8766256325812787,0.3812215675390763,64304
Australia,AUS,36,1994,Exports,baseline,47253810043.0,0.9384789841886174,0.6490898933670985,0.7484720080733321,0.8493080663015269,0.9121902945133062,0.8357617639945275,4549,0.9222949241474145,0.4325534570312997,0.5551317500563305,0.7721616364224821,0.9143485226415186,0.9999997611409537,207,0.5551317500563305,0.9611353884650018,0.7592617953208798,0.8294326448879867,0.9043827430235052,0.9479594065375415,0.6323146330806018,59793
Australia,AUS,36,1994,Imports,baseline,49918035761.0,0.8214212309407678,0.3548036910506271,0.4465314304978067,0.5927377435214863,0.7206063929723703,0.5591711110517629,4860,0.9052419225369042,0.39316418244031553,0.5112466190213882,0.7003607252774571,0.8484662211626961,1.0,168,0.56022088617214,0.9175653698611161,0.5268012892355282,0.6317235028433794,0.7765232072149042,0.8762661459562954,0.3654229530852553,66584
Australia,AUS,36,1995,Exports,baseline,52628461303.0,0.9346178132410712,0.6360886763393125,0.7370630043061663,0.8378423839932115,0.905715673893032,0.8235502072056465,4564,0.9199089905469018,0.4220741048671658,0.5445686200095364,0.7666035666465549,0.9098103185523033,0.9999995297031419,204,0.5445686200095364,0.9594031974878217,0.7481568865619777,0.8202443106680618,0.8994554394905259,0.9454117444844196,0.614002036558838,61701
Australia,AUS,36,1995,Imports,baseline,57380832838.0,0.8254910425500062,0.3588637902335077,0.4560797706942477,0.6044850442294307,0.728966864877905,0.5703813142169228,4856,0.9007642173743093,0.36562337357896124,0.4908078297767282,0.6780709915425505,0.8406452011629828,1.0,168,0.5400407481621363,0.9199864639159874,0.5363382498453237,0.6399715924945774,0.7824449600227323,0.8802895107606211,0.3672733005374508,68470
Australia,AUS,36,1996,Exports,baseline,59770352449.0,0.9348073519916,0.6451631152903661,0.7435743166969325,0.839381463005567,0.9047839144523028,0.8241672365748978,4675,0.9170911250932203,0.34109644184206406,0.502133003124062,0.7353542073305167,0.901703247324614,1.0,198,0.5519980409878276,0.9598316985327109,0.7527099924228857,0.8228200836688025,0.8997607346031261,0.9455355613340629,0.6182911345475643,65015
Australia,AUS,36,1996,Imports,baseline,61351822767.0,0.8262766280717919,0.3637395123654485,0.45880906576977365,0.6043526575048009,0.7290437463751842,0.5671233256286408,4949,0.9005218209634755,0.35713924307046985,0.4792399773787148,0.6707744135865439,0.8523418029419539,1.0,171,0.5312161637279037,0.9215529416380117,0.5411927004858177,0.6448535414383836,0.7867698230795419,0.8831868777686124,0.3652985720752677,72245
Australia,AUS,36,1997,Exports,baseline,62402367203.0,0.9379931037598144,0.6564159550509929,0.75419005564163,0.8480500119786457,0.9111737993373187,0.8323395205511207,4702,0.9182287204146395,0.4153396317752827,0.5441236226110286,0.7700339453739489,0.9083289927865912,0.9999999220221889,203,0.5441236226110286,0.9622787504018775,0.7623279024375379,0.8315587283603133,0.9063204726034982,0.9497241376309652,0.6254340800732268,66569
Australia,AUS,36,1997,Imports,baseline,61778543647.0,0.8279125183502196,0.35934240015186936,0.4590530237333809,0.6056695581689552,0.7317421399297622,0.5676637427127661,4954,0.8993414151872918,0.3518472254250937,0.47113089161358684,0.663879697817895,0.8440893288285255,1.0,175,0.5255648409668636,0.9222407343694476,0.5430891937289828,0.6476113560333634,0.7892559104760924,0.8845804551861387,0.3611540270435537,74866
